Id,SalePrice
1609,135507.5
1610,118686.34
1611,124365.664
1612,168948.88
1613,113755.79
1614,65685.05
1615,106107.05
1616,140518.53
1617,102835.77
1618,111964.5
1619,216169.97
1620,934856.06
1621,169052.34
1622,191287.7
1623,180949.88
1624,192631.6
1625,86761
1626,158101.8
1627,101592.05
1628,221833.88
1629,92818.47
1630,278584.78
1631,62029.37
1632,167116.6
1633,67375.05
1634,125976.71
1635,139772.06
1636,202726.86
1637,219282.05
1638,146133.89
1639,280991.8
1640,184894.19
1641,253287.3
1642,254778.19
1643,134177.05
1644,102271.55
1645,107966.375
1646,172518.52
1647,134732.39
1648,95719.31
1649,126398.63
1650,86891.83
1651,146061.3
1652,42900.75
1653,46279.785
1654,119564.984
1655,97294.49
1656,62807.99
1657,97982.06
1658,101548.07
1659,130336.51
1660,64517.113
1661,466015.44
1662,223603.6
1663,194521.25
1664,945381.7
1665,259205.34
1666,77542.664
1667,285738.47
1668,140218.66
1669,217056.61
1670,131481.2
1671,134649.3
1672,496130.06
1673,352034.16
1674,245759.84
1675,164869.97
1676,153831.38
1677,256953.08
1678,404302.72
1679,190907.89
1680,200897.31
1681,278712.88
1682,79242.53
1683,165063.64
1684,166217.28
1685,97039.94
1686,83014.78
1687,108840.47
1688,126174.734
1689,140723.17
1690,128266.38
1691,147517.73
1692,207633
1693,145022.23
1694,105792.91
1695,64464.527
1696,338388.44
1697,116028.32
1698,175838.14
1699,176132.69
1700,193143.53
1701,190485.61
1702,220680.3
1703,223517.89
1704,141165.27
1705,106717.57
1706,293703.16
1707,119349.67
1708,212349.83
1709,337931.12
1710,216356.22
1711,232078.11
1712,199238.11
1713,166479.52
1714,187962.11
1715,141396.75
1716,255523.77
1717,219340.19
1718,196653.05
1719,92707.445
1720,174881.7
1721,158759.64
1722,134218.27
1723,100330.25
1724,185806.66
1725,166481.11
1726,100825.96
1727,69254.14
1728,84236.49
1729,165443.77
1730,294013.66
1731,73694.84
1732,95168.445
1733,98220.73
1734,116874.02
1735,120260.28
1736,85765.08
1737,307177.22
1738,196097.58
1739,806090.6
1740,317687.94
1741,222939.27
1742,151188.39
1743,166116.48
1744,273203.75
1745,190589.38
1746,113352.83
1747,117544.14
1748,313447.9
1749,94204.58
1750,141792.27
1751,193576.52
1752,67052.11
1753,107023.02
1754,142344.78
1755,106817.26
1756,129070.49
1757,71821.25
1758,147330.33
1759,92812.27
1760,165436.52
1761,117932.195
1762,95276.234
1763,173250.25
1764,57927.332
1765,97222.89
1766,72762.6
1767,221549.72
1768,126991.41
1769,113086.99
1770,203510.03
1771,52591.457
1772,121627.53
1773,63860.273
1774,169554.17
1775,93832.74
1776,69727.39
1777,56789.617
1778,149497.97
1779,149727.97
1780,80468.945
1781,112619.68
1782,55078.324
1783,112548.92
1784,100579.05
1785,211163.19
1786,109365.4
1787,102590.59
1788,30797.883
1789,175567.52
1790,47249.023
1791,219346.45
1792,184810.98
1793,88994.69
1794,147500.3
1795,125466.06
1796,324484.06
1797,93423.96
1798,79632.61
1799,99364.414
1800,142783.39
1801,107727.34
1802,119810.51
1803,147311.92
1804,150451.39
1805,67695.86
1806,133546.4
1807,301630.53
1808,75194.68
1809,88309.53
1810,108745.22
1811,85726.48
1812,146664.86
1813,59965.945
1814,93266.305
1815,57540.645
1816,65911.516
1817,147278.2
1818,216793.88
1819,172226.08
1820,49194.547
1821,58404.78
1822,132551.11
1823,37069.062
1824,180866.55
1825,114183.82
1826,129881.375
1827,61324.883
1828,104214.73
1829,107153.04
1830,131020.58
1831,142614.1
1832,426187.47
1833,209020.36
1834,98914.74
1835,132922.78
1836,123766.49
1837,71588.266
1838,113773.37
1839,224382.45
1840,171419.38
1841,149333.95
1842,132580.83
1843,110986.96
1844,118694.16
1845,107399.086
1846,161533.12
1847,111456.11
1848,28562.986
1849,150570.23
1850,42732.92
1851,154825.12
1852,83161.46
1853,116574.016
1854,214592.47
1855,148882.19
1856,220383.95
1857,244452.47
1858,118830.07
1859,52229.527
1860,64680.867
1861,50911.07
1862,1275229.6
1863,301630.53
1864,301630.53
1865,246700.55
1866,195648.89
1867,232072.8
1868,169311.47
1869,214624.81
1870,209412.02
1871,144641.02
1872,102184.39
1873,217113.95
1874,175444.33
1875,192474.95
1876,155949.88
1877,173149.48
1878,118869.516
1879,184892.42
1880,163613.16
1881,160780.66
1882,166502.86
1883,96732.71
1884,122156.805
1885,143088.19
1886,128641.86
1887,130390.34
1888,168136.83
1889,113838.6
1890,47184.27
1891,69861.84
1892,58445.344
1893,85621.734
1894,97501.54
1895,95048.35
1896,86572.8
1897,149563.14
1898,134236.69
1899,78336.87
1900,117310.195
1901,83538.8
1902,300302.75
1903,260600.81
1904,64312.242
1905,139238.17
1906,88617.13
1907,151819.52
1908,111586.82
1909,117808.55
1910,75485.45
1911,117281.9
1912,546987.44
1913,123645.22
1914,117578.445
1915,198464.77
1916,28732.242
1917,226388.73
1918,89283.05
1919,93181.94
1920,332404
1921,386575.72
1922,258944.92
1923,120473.45
1924,437391.6
1925,131099.81
1926,235936.14
1927,193753.45
1928,81441.11
1929,147164.2
1930,132339.28
1931,98046.555
1932,196945.45
1933,144701.86
1934,150729.72
1935,96028.266
1936,125688.22
1937,128867.055
1938,228757.83
1939,107261.516
1940,86388.96
1941,100671.84
1942,229030.69
1943,91013.375
1944,306981
1945,134265.89
1946,223567.78
1947,268088.44
1948,87602.66
1949,271159.34
1950,145246.19
1951,213827.62
1952,173215.05
1953,209221.58
1954,110509.77
1955,168927.92
1956,520634.56
1957,282258.97
1958,212111
1959,203753.75
1960,116409.16
1961,73296.516
1962,33508.79
1963,66831.54
1964,77185.71
1965,196822.66
1966,80043.62
1967,92357.73
1968,534974.75
1969,226228.81
1970,262308.8
1971,332641.84
1972,243471.56
1973,312050.28
1974,209825.44
1975,990937.7
1976,170353.72
1977,263670.2
1978,280245.44
1979,409126.25
1980,205164.1
1981,178204.14
1982,359961.3
1983,287278.97
1984,155312.27
1985,214485.47
1986,197618.06
1987,191648.52
1988,106850.37
1989,93770.93
1990,158969.48
1991,275543.53
1992,148135.52
1993,154762.83
1994,230041.6
1995,85687.41
1996,324630.16
1997,210528.98
1998,211474.55
1999,203315.84
2000,324286.7
2001,335554.34
2002,142462.67
2003,344173.56
2004,158236.05
2005,122614.57
2006,136298.75
2007,338480.4
2008,322267.34
2009,129298.29
2010,167173.34
2011,238051.64
2012,180433.08
2013,99612.81
2014,96138.05
2015,96318.836
2016,119686.6
2017,136951.67
2018,74223.914
2019,133677.52
2020,66501.305
2021,79880.12
2022,58200.72
2023,147999.39
2024,181468.16
2025,440462.38
2026,154058.05
2027,153099.58
2028,133572.89
2029,118049.67
2030,564859.06
2031,311389.4
2032,375450.3
2033,430992.53
2034,113321.375
2035,319020.47
2036,177099.16
2037,184685.53
2038,1661029
2039,148977.06
2040,431898.56
2041,366319.53
2042,118372.09
2043,168002.52
2044,264212.88
2045,91181.13
2046,141898.86
2047,112333.27
2048,65238.734
2049,115399.85
2050,165768.48
2051,136207.4
2052,87731.83
2053,148760.69
2054,72625.47
2055,192837.28
2056,121866.02
2057,85313.14
2058,140335.31
2059,125048.805
2060,207841.81
2061,169409.34
2062,63565.637
2063,140296.64
2064,132082.95
2065,64473.137
2066,124677.63
2067,434891.38
2068,117918.81
2069,103158.945
2070,81660.9
2071,72762.53
2072,120086.31
2073,96613.05
2074,109336.61
2075,130491.1
2076,118307.99
2077,227326.39
2078,70101.71
2079,116210.6
2080,128764.84
2081,99300.19
2082,191474.23
2083,102552.836
2084,91361.14
2085,85283.94
2086,463301.25
2087,83781.984
2088,125394.65
2089,92863.72
2090,99065.414
2091,100750.8
2092,150250.36
2093,114828.33
2094,97463.33
2095,166216.64
2096,70216.4
2097,165133.08
2098,131364.14
2099,31406.984
2100,112369.6
2101,143555.66
2102,83305.37
2103,59030.668
2104,170537.56
2105,211225.62
2106,46175.082
2107,124084.3
2108,91615.56
2109,102700.52
2110,150318.88
2111,308465.94
2112,107833.625
2113,120512.18
2114,49333.52
2115,104134.945
2116,74187.4
2117,122987.69
2118,108917.09
2119,108318.16
2120,70988.16
2121,34673.844
2122,96897.43
2123,61564.14
2124,204161.83
2125,115959.41
2126,148482.33
2127,153223.6
2128,72672.72
2129,98568.484
2130,117237.164
2131,166057.56
2132,88830.36
2133,59332.004
2134,83376.34
2135,78659.23
2136,19260.229
2137,202176.98
2138,146756.64
2139,196564.55
2140,123450.22
2141,156661.81
2142,163373.03
2143,96555.75
2144,33192.44
2145,203583.98
2146,122864.01
2147,40598.777
2148,211652.9
2149,208988.27
2150,100928.04
2151,126999.88
2152,73597.22
2153,195082.48
2154,47122.703
2155,126883.664
2156,111762.55
2157,165903.08
2158,128483.2
2159,126985.23
2160,97102.61
2161,357514.47
2162,714189.3
2163,172578.42
2164,312989.7
2165,158674.12
2166,186540.28
2167,198997.7
2168,153976.83
2169,104657.14
2170,150471.48
2171,141934.05
2172,149122.9
2173,169399.97
2174,181639.56
2175,256076.06
2176,107082.85
2177,162855.02
2178,109521.85
2179,70246.54
2180,476154.47
2181,203813.8
2182,299123.72
2183,174979.14
2184,64340.46
2185,37784.06
2186,175277.42
2187,91370.02
2188,132562.73
2189,708197.7
2190,50301.086
2191,35021.234
2192,52511.617
2193,163721.47
2194,89260.4
2195,110029.5
2196,82865.445
2197,213216.53
2198,116409.71
2199,231913.5
2200,240214.52
2201,91531.9
2202,83654.48
2203,152455
2204,143742.38
2205,220821.14
2206,182616.05
2207,63084.13
2208,460812.47
2209,187704.88
2210,69594.26
2211,57700.227
2212,93476.01
2213,115886.55
2214,125346.586
2215,46106.348
2216,182031.12
2217,34881.734
2218,63895.06
2219,70982.125
2220,59412.184
2221,198119.45
2222,306694.8
2223,441098.8
2224,107234
2225,491501.7
2226,130194.016
2227,229990.7
2228,189929.98
2229,290503.5
2230,126816.16
2231,217230.56
2232,254313.56
2233,75696.9
2234,94264.34
2235,123860.016
2236,283787.5
2237,178676.88
2238,309605.9
2239,249580.5
2240,110996.59
2241,43972.203
2242,112210.79
2243,159083.22
2244,25910.377
2245,56422.574
2246,122556
2247,112594.336
2248,159537.05
2249,160823.44
2250,112722.19
2251,237365.66
2252,185644.94
2253,95594.24
2254,123613.85
2255,176079.28
2256,161850.31
2257,245432.88
2258,212739.02
2259,126422.74
2260,108229.15
2261,77869.55
2262,117897.56
2263,296252.97
2264,326176.22
2265,33948.668
2266,266295.3
2267,324501.72
2268,138714.11
2269,177326.64
2270,143547.44
2271,198934.52
2272,311700.5
2273,276784.53
2274,261159.36
2275,83944.18
2276,131983.48
2277,112876.45
2278,152050.77
2279,147434.34
2280,250627.36
2281,139607.02
2282,185549.89
2283,65095.36
2284,250204.64
2285,146513.6
2286,77936.484
2287,155279.53
2288,120950.625
2289,348457.47
2290,360351.8
2291,160542.86
2292,278685.22
2293,270169.2
2294,556755.44
2295,597558.75
2296,512102.6
2297,182633.47
2298,402255.12
2299,485068.62
2300,217005.7
2301,182375.17
2302,207594.19
2303,377565.94
2304,172180.42
2305,140568.66
2306,211864.55
2307,222529.08
2308,363579.4
2309,190497.97
2310,237877.81
2311,245846.34
2312,266823.8
2313,164025.6
2314,220614.84
2315,90795.51
2316,159597.9
2317,223481.02
2318,200737.2
2319,223447.98
2320,252864.92
2321,223527.69
2322,218151.52
2323,464568.4
2324,136150.52
2325,152724.52
2326,90299.41
2327,165379.25
2328,126856.32
2329,123880.09
2330,109855.24
2331,217301.42
2332,318809.4
2333,308165.75
2334,151042.4
2335,228247.9
2336,248344.67
2337,120408.44
2338,116848.61
2339,190812.7
2340,197937.39
2341,443178.4
2342,227113.16
2343,201015.75
2344,134259.48
2345,211498.14
2346,141876.12
2347,122168.336
2348,182840.5
2349,193124.02
2350,219852.86
2351,229760.08
2352,317327.3
2353,260381.95
2354,117007.734
2355,222632.03
2356,164457.6
2357,239865.17
2358,120542.3
2359,207114.84
2360,113332.51
2361,198238.52
2362,251662.28
2363,172465.22
2364,75070.14
2365,360800.25
2366,234516.36
2367,326827
2368,297785.97
2369,310124.84
2370,92738.484
2371,93873.83
2372,227965.1
2373,211759.72
2374,250138.33
2375,306784.03
2376,259307.2
2377,291036.47
2378,294602.78
2379,268617.94
2380,67495.51
2381,223517.47
2382,153337.47
2383,259536.31
2384,399981.3
2385,108748.75
2386,112803.164
2387,98039.92
2388,70922.92
2389,131603.89
2390,90301.22
2391,171598.16
2392,100351.586
2393,119578.67
2394,127682.39
2395,112832.65
2396,134957.45
2397,157963.6
2398,116336.234
2399,130040.64
2400,39244.832
2401,73645.875
2402,77090.95
2403,108752.06
2404,100599.67
2405,173414.22
2406,146156.05
2407,70668.65
2408,126181.72
2409,72903.6
2410,266189.16
2411,72336.945
2412,132932.92
2413,69696.14
2414,269815.9
2415,107745.43
2416,82338.59
2417,110488.805
2418,124892.195
2419,181010.8
2420,64885.8
2421,125582.3
2422,56242.332
2423,132763.27
2424,199368.89
2425,402189.9
2426,71946.5
2427,126857.53
2428,80071.484
2429,85441.625
2430,98294.48
2431,109074.89
2432,73826.67
2433,58103.832
2434,66920.25
2435,94886.96
2436,187656.9
2437,56121.777
2438,40927.395
2439,81680.37
2440,98891.92
2441,39011.973
2442,78679.414
2443,126657.22
2444,107625.27
2445,132454.06
2446,199387.9
2447,445423.28
2448,90635.805
2449,96451.38
2450,86627.47
2451,200459.05
2452,117211.23
2453,148770.9
2454,179563.8
2455,120097.99
2456,206125.66
2457,70033.82
2458,127407.125
2459,76856.78
2460,144186.8
2461,119766.984
2462,85767.695
2463,119921.28
2464,190922.83
2465,110315.5
2466,128628.734
2467,119813.14
2468,62329.547
2469,116920.17
2470,104524.18
2471,116421.586
2472,346075.97
2473,132684.8
2474,62520.113
2475,342762.12
2476,104863.555
2477,92179.01
2478,147411.14
2479,96800.08
2480,280484.2
2481,105941.83
2482,53040.3
2483,107516.836
2484,140900.17
2485,143783.5
2486,122599.6
2487,102210.61
2488,183800.14
2489,135199.89
2490,151519.95
2491,79329.19
2492,96613.78
2493,114093.47
2494,144268.23
2495,131357.12
2496,218269.3
2497,162704.12
2498,83413.57
2499,96220.05
2500,138945.4
2501,109550.055
2502,232809.64
2503,96796.11
2504,341502
2505,151328.61
2506,341813.5
2507,294441.56
2508,262228.53
2509,235368.47
2510,213800.3
2511,181037.05
2512,108156.41
2513,188010.7
2514,149452.64
2515,141868.95
2516,158846.58
2517,300415.9
2518,240606.8
2519,123023.586
2520,167568.23
2521,91997.914
2522,232454.23
2523,90862.3
2524,213629.9
2525,332961.78
2526,112194.305
2527,101707.89
2528,79409.73
2529,698670.44
2530,203060.83
2531,388687.28
2532,168023.67
2533,177165.22
2534,241092.14
2535,544536
2536,215494.84
2537,218430.05
2538,122639.125
2539,190613.9
2540,136952.45
2541,165989.64
2542,154969.45
2543,47459.246
2544,198651.86
2545,85269.62
2546,131694.3
2547,135054.39
2548,286769.28
2549,169998.45
2550,22798676
2551,124148.336
2552,79262.94
2553,18012.535
2554,78756.88
2555,215569.45
2556,66015.82
2557,54500.992
2558,608904.8
2559,197842.66
2560,141346.45
2561,176503.3
2562,453028.34
2563,122628.95
2564,187881.28
2565,334392.2
2566,196857.95
2567,127415.02
2568,263552.28
2569,47030.664
2570,76798.09
2571,269230.38
2572,103594.805
2573,153144.86
2574,374138.2
2575,121537.555
2576,107196.88
2577,69344.02
2578,52056.72
2579,72335.56
2580,170794.88
2581,101991.91
2582,168139.72
2583,227963.8
2584,82072.98
2585,224576.4
2586,237323.56
2587,108321.57
2588,260704.22
2589,77965.11
2590,235393.61
2591,157433.14
2592,247749.5
2593,159411.11
2594,89644.2
2595,207011.56
2596,206029.36
2597,158986.31
2598,604051.6
2599,224685.66
2600,276232.34
2601,247418.94
2602,69427.46
2603,48048.242
2604,199465.88
2605,92666.516
2606,148233.6
2607,185735.61
2608,322673.6
2609,106472.48
2610,142951.39
2611,254690.73
2612,151701.4
2613,194138.55
2614,84355.8
2615,221228.38
2616,166800.53
2617,172103.1
2618,90155.19
2619,150099.7
2620,253206.88
2621,100668.87
2622,107618.29
2623,413142.4
2624,728685.3
2625,257200.94
2626,239862.66
2627,78127.445
2628,265913.62
2629,331238.84
2630,158118.83
2631,342786.62
2632,184000.78
2633,189282.47
2634,200115.22
2635,83960.836
2636,176077.1
2637,111088.516
2638,275838.53
2639,160802.42
2640,195890.28
2641,62934.863
2642,295745.4
2643,113441.29
2644,159403.2
2645,74536.03
2646,51212.848
2647,61493.316
2648,84397.31
2649,120407.64
2650,255503.05
2651,73973.62
2652,452161.62
2653,295832.84
2654,273827.7
2655,212526.48
2656,186756.73
2657,576061.44
2658,203852.88
2659,224638.95
2660,233982.89
2661,113111.26
2662,208628.22
2663,217018.11
2664,246651.38
2665,925046.44
2666,217299.36
2667,126588.266
2668,175458.39
2669,173037.89
2670,213635.61
2671,126347.29
2672,157098.1
2673,203504.78
2674,259315.61
2675,95153.29
2676,130947.875
2677,156789.77
2678,293660.84
2679,207219.95
2680,211805.36
2681,258284.44
2682,221043.42
2683,1091304.8
2684,260271.72
2685,179442.25
2686,228184.78
2687,148632.78
2688,220769.75
2689,118306.64
2690,772138.1
2691,126241.3
2692,309031.28
2693,121066.84
2694,127087.12
2695,215107.17
2696,164709.05
2697,92070.766
2698,239059.48
2699,134330.44
2700,77552.79
2701,72131.1
2702,125228.53
2703,527080.7
2704,115741.42
2705,117935.12
2706,110316.97
2707,95237.266
2708,81854.03
2709,141428.3
2710,106494.914
2711,531517.2
2712,136249.75
2713,209132.4
2714,85551.05
2715,108063.82
2716,175026.2
2717,185620.33
2718,271406.16
2719,60182.91
2720,243693.19
2721,72718.48
2722,117082.97
2723,137451.89
2724,46310.03
2725,74248.984
2726,252003.56
2727,40776.46
2728,106490.14
2729,114599.35
2730,135965.75
2731,95241.35
2732,101205.73
2733,103224.29
2734,243538.45
2735,93660.91
2736,172663.53
2737,69598.57
2738,65825.45
2739,121228.48
2740,147875.66
2741,82179.18
2742,119189.86
2743,204940.56
2744,104681.8
2745,155624.22
2746,76915.08
2747,167171.44
2748,233840.8
2749,62727.355
2750,100308.15
2751,72220.586
2752,30443.594
2753,142543.39
2754,442491.3
2755,82451.664
2756,106661.71
2757,69505.836
2758,76537.36
2759,95233.81
2760,98280.6
2761,108729.56
2762,72546.76
2763,107734.44
2764,83089.08
2765,279013.12
2766,76718.52
2767,31826.922
2768,143399.66
2769,72231.336
2770,99385.07
2771,57982.88
2772,160762.4
2773,110839.41
2774,267254.2
2775,180045.3
2776,78100.85
2777,101194.14
2778,235922.2
2779,186250.36
2780,111354.11
2781,40347.19
2782,66393.83
2783,122790.68
2784,53242.465
2785,167041.06
2786,86520.47
2787,113376.83
2788,49880.035
2789,186484.97
2790,95272.33
2791,105767.28
2792,30990.99
2793,50038.6
2794,91250.375
2795,90708.35
2796,80267.37
2797,76818.234
2798,73969.38
2799,110137.84
2800,58459.727
2801,51622.547
2802,219221.4
2803,57190.016
2804,248064.66
2805,98367.055
2806,115716.26
2807,368978.97
2808,84268.71
2809,135242.31
2810,115182.48
2811,165369.16
2812,196251.73
2813,149057.92
2814,176412.25
2815,176409.05
2816,102409.36
2817,108360.625
2818,108915.54
2819,270251.38
2820,58767.06
2821,90386.69
2822,61789.426
2823,486258.5
2824,189413.38
2825,292394.66
2826,174189.61
2827,114890.44
2828,346040.66
2829,265338.6
2830,182065.84
2831,163321.62
2832,243857.78
2833,172482
2834,136278.48
2835,260195.28
2836,155846.11
2837,131701.08
2838,202374.9
2839,107563.3
2840,156931.58
2841,102266.58
2842,195250.73
2843,310916.4
2844,124574.11
2845,188517.19
2846,156366.28
2847,173883.55
2848,230733.92
2849,121950.66
2850,333916.72
2851,233967.94
2852,192252.61
2853,176973.22
2854,98691.234
2855,160191.7
2856,129320.24
2857,140461.19
2858,160585.42
2859,41063.254
2860,76480.664
2861,115886.33
2862,117752.72
2863,227500.98
2864,137275.97
2865,53960.527
2866,166307.34
2867,134698.36
2868,80570.766
2869,131989.27
2870,44541.957
2871,92348.65
2872,29444.111
2873,189103.84
2874,253804.27
2875,64351.08
2876,134626.17
2877,171943.31
2878,163339.08
2879,144041.94
2880,154609.11
2881,191658.75
2882,139455.58
2883,220369.03
2884,123439.5
2885,156531.89
2886,195780.84
2887,65631.01
2888,77160.98
2889,63194.324
2890,53927.81
2891,166461.89
2892,44706.785
2893,130680.65
2894,117448.445
2895,173500.58
2896,316521.22
2897,74097.88
2898,75226.81
2899,232965.78
2900,266867.84
2901,51984.93
2902,185599.1
2903,166808.48
2904,192703.98
2905,75833.24
2906,1098119.9
2907,78766.2
2908,90326.88
2909,34960.934
2910,67047.055
2911,101499.56
2912,182084.95
2913,82574.11
2914,102144.15
2915,103183.64
2916,93235.445
2917,94126.086
2918,107489.664
2919,210224.02
